text,aspect,sentiment
"prominent trial main results. pemafibrate did not reduce major cardiovascular outcomes, no benefit in any subgroup. #aha22 thread 4/5 ",pemafibrate,neutral
"prominent trial. here are baseline characteristics slides, 96% on background statins. and the change in tgs &amp; tgrls. #aha22 . thread 3/5 ",prominent,neutral
prominent trial. here are design slides. #aha22 thread 2/5 ,prominent,neutral
more slides about transform-hf by . #aha22 ,transform-hf,neutral
 late-breaking science: dcri faculty presents primary results of the transform-hf trial 1 5 minutes from now in main event i #aha22 ,transform-hf,neutral
PROGRESSIVE-AF first-line ablation initial aad for afib shows lower progression to persistent afib 1.9% 7.4% lower af burden better 3 yr qol by 2 scores hospitalisation 5.2% vs.16.8% rrr 69% cardioversions ns #aha22 ,PROGRESSIVE-AF,positive
"NODE-301 : rapid #aha22
phase 3 study etripamil nasal ca channel block in svt at primary endpoint = psvt
conversion to nsr at 30 min
effective: by 30min 64.3% converted 31.2% placebo
er avoided in pooled analysis:22% placebo 14% etripamil: nnt 13 to avoid er
safe:ae mild ",NODE-301,neutral
"enhance-af decision aide
#digital #tool designed for low #healthliteracy pts using #designthinking teaches pts iteratively about #oacs afib
for stroke risk shows better decision making explaining #oac need in afib takes time, pt education;may factor in #pharmoequity #aha22 ",enhance-af,positive
"nova phase 2 dose finding study of #botox for prevention of post-op #afib finds
no significant difference in the two #botox doses placebo
trend toward 125 unit dose effect in pts isolated cabg or age&gt;65 #aha22 ",nova,neutral
"sport important for #publichealth rosuvastatin 5 mg ldl-c more than placebo, fish oil, cinnamon, garlic,turmeric, plant sterols,&amp; red yeast rice ldl-c 37.86% w rosuva 5mg c/w placebo p&lt;0.001 similar adverse event rates #evidencebasedmedicine #aha22 ",sport,neutral
"best-CLI : #aha22 #clti many amputation events happened early on in this study, with high major amputation rate 10+% at 6 months in endo group &amp; 1% mortality w/in 30 days of endo &amp; if patients did not have adequate saphenous vein no dif b/w sx &amp; endo ",best-CLI,neutral
"CTS-AMI : tongxinluo txl chinese herb (10 active ingredients that affect no reflow,endothelial fxn ) rct of stemi in despite 5 hour dtbt
primary endpoint met 36% rrr of 30d mortality driven by cv death reduction w few strokes/mi no safety issues found #aha22 ",CTS-AMI,neutral
 cv death did not reach significance in either AFFIRM-AHF or ironman &amp; the composite endpoints also missed being significant (hf hospitalizations/cv death) p=.07 in #ironman &amp; p=.06 in #affirm #aha22 ,ironman,neutral
 cv death did not reach significance in either AFFIRM-AHF or ironman &amp; the composite endpoints also missed being significant (hf hospitalizations/cv death) p=.07 in #ironman &amp; p=.06 in #affirm #aha22 ,AFFIRM-AHF,neutral
"RESPECT-EPA secondary prevention #epa 1800mg/d non mineral oil controls shows non significant p=.05 trend for benefit for #epa with 21% in primary outcomes, underpowered w ~ 2500 pts(not enough cv events) in afib &amp; gi symptoms but no bleeding #aha22 ",RESPECT-EPA,neutral
"stress trial neutral 30% were neonates w low co subgroup analysis shows trend for benefit in lower complexity operations ,longer cpb, not premature patients pragmatic trial w/in a registry
steroids to reduce systemic inflammation after infant heart sx?answer still yes #aha22 ",stress,neutral
ecmo-cs neutral #rct of immediate ecmo with cs stage d-e conservative rx shows early ecmo implantation no added benefit but 23/127 crossed over to downstream ecmo( one of the primary endpts) complex patients- took 8 yrs to enroll 127 patients ,ecmo-cs,neutral
empa-kidney summary results from #aha22 ,empa-kidney,neutral
"COACH cluster randomized~5k pts w acute chf to ehmr30-st risk algorithm (risk score/rapid hf clinic controls no intervention
primary outcomes or cv re 12% risk reduction (hr .88)
secondary outcomes hf hospitalizations 16%(hr.84) #aha22 ",COACH,neutral
"pro-hf quality improvement study tests kccq-12 (4 domains) accuracy b/w clinicians &amp; patient pro delivery
kccq-12 implementation
8 questions asked to clinicians &amp; also surveyed pts
agreement b/w clinician &amp; pts based on nyha class better clinician prediction of pt health #aha22 ",pro-hf,neutral
"phase 1 cm arm of CRISPR-ATTR in vivo crispr/cas9 gene editor &amp; guide sgrna ntla-2001 based on data circulating precursor ttr protein assoc w better survival 12 patients: median age 75 all men, well tolerated most ae mild 93% ttr by 28d in all pts at .7 &amp; 1 mg/kg dose #aha22 ",CRISPR-ATTR,positive
"join us now main event i #aha22 #lbts CRISPR-ATTR editing in amyloidosis first-in-human in vivo coach health system intervention for chf pro-hf patient-reported outcome measurement in heart failure clinic
ironman: iv ferric hfref ",CRISPR-ATTR,neutral
"join us now main event i #aha22 #lbts CRISPR-ATTR editing in amyloidosis first-in-human in vivo coach health system intervention for chf pro-hf patient-reported outcome measurement in heart failure clinic
ironman: iv ferric hfref ",ironman,neutral
dcp open label study for htn chlorthalidone hydrochlorothiazide (95% on 25 mg) in mostly men(97%) in neutral primary outcome hr 1.01 only 1 pre specified subgroup with prior stroke/mi had a significant p value .035 #aha22 ,dcp,neutral
dcp open label study for htn chlorthalidone hydrochlorothiazide (95% on 25 mg) in mostly men(97%) in neutral primary outcome hr 1.01 only 1 pre specified subgroup with prior stroke/mi had a significant p value .035 #aha22 ,chlorthalidone,neutral
"ocean(a)-dose ; SHASTA-2 ; ARCHES-2 : today we announced new clinical data on our investigational #rnai cardiometabolic medicines aro-apoc3, aro-ang3, &amp; s olpasiran at #aha22. don t forget to tune in to our analyst and investor event on nov 9. more: $arwr ",ocean(a)-dose,neutral
"ocean(a)-dose ; SHASTA-2 ; ARCHES-2 : today we announced new clinical data on our investigational #rnai cardiometabolic medicines aro-apoc3, aro-ang3, &amp; s olpasiran at #aha22. don t forget to tune in to our analyst and investor event on nov 9. more: $arwr ",SHASTA-2,neutral
"ocean(a)-dose ; SHASTA-2 ; ARCHES-2 : today we announced new clinical data on our investigational #rnai cardiometabolic medicines aro-apoc3, aro-ang3, &amp; s olpasiran at #aha22. don t forget to tune in to our analyst and investor event on nov 9. more: $arwr ",ARCHES-2,neutral
"prominent randomized &gt;10k pts 1/4 women to pemafibrate .2mg bid for high triglycerides 200-499 or hdl &lt;=40 in dm2 (no dm1) placebo neutral primary endpoint hr 1.03 no dif in pre specified subgroups renal adverse,v embolism nalfd #aha22 ",prominent,neutral
"prominent randomized &gt;10k pts 1/4 women to pemafibrate .2mg bid for high triglycerides 200-499 or hdl &lt;=40 in dm2 (no dm1) placebo neutral primary endpoint hr 1.03 no dif in pre specified subgroups renal adverse,v embolism nalfd #aha22 ",pemafibrate,neutral
" discusses prominent #aha22 - in the statin era,no cv benefit with fibrates( with ldl controlled- in prominent trial median was 78) ",prominent,neutral
"empa-kidney: among a wide range of patients w/ ckd who were at risk for disease progression, empagliflozin therapy led to a lower risk of progression of kidney disease or death from cv causes (vs. placebo) ca. 2022 from #kidneywk #aha22 #nephpearls ",empa-kidney,neutral
"empa-kidney: among a wide range of patients w/ ckd who were at risk for disease progression, empagliflozin therapy led to a lower risk of progression of kidney disease or death from cv causes (vs. placebo) ca. 2022 from #kidneywk #aha22 #nephpearls ",empagliflozin,neutral
"EMPA-KIDNEY ; DELIVER ; SCORED : sglt2 inhibitors have a role in modifying risk of kidney disease progression &amp; aki in those w/ type 2 dm at cv risk, and also in those w/ ckd or heart failure irrespective of diabetes status, primary kidney disease, or kidney function ca. 2022 #aha22 #kidneywk #nephpearls ",EMPA-KIDNEY,neutral
"EMPA-KIDNEY ; DELIVER ; SCORED : sglt2 inhibitors have a role in modifying risk of kidney disease progression &amp; aki in those w/ type 2 dm at cv risk, and also in those w/ ckd or heart failure irrespective of diabetes status, primary kidney disease, or kidney function ca. 2022 #aha22 #kidneywk #nephpearls ",DELIVER,neutral
"EMPA-KIDNEY ; DELIVER ; SCORED : sglt2 inhibitors have a role in modifying risk of kidney disease progression &amp; aki in those w/ type 2 dm at cv risk, and also in those w/ ckd or heart failure irrespective of diabetes status, primary kidney disease, or kidney function ca. 2022 #aha22 #kidneywk #nephpearls ",SCORED,neutral
"DELIVER , SCORED : sglt2 inhibitors have a role in modifying risk of kidney disease progression &amp; aki in those w/ type 2 dm at cv risk, and also in those w/ ckd or heart failure irrespective of diabetes status, primary kidney disease, or kidney function ca. 2022 #aha22 #kidneywk #nephpearls ",DELIVER,neutral
"DELIVER , SCORED : sglt2 inhibitors have a role in modifying risk of kidney disease progression &amp; aki in those w/ type 2 dm at cv risk, and also in those w/ ckd or heart failure irrespective of diabetes status, primary kidney disease, or kidney function ca. 2022 #aha22 #kidneywk #nephpearls ",SCORED ,neutral
"#aha22: read this review of the primary results from the multicenter, randomized ecmo-cs by still no clarification on standardized definitions for escalation of therapy. #cardiotwitter ",ecmo-cs,neutral
" despite being underpowered, and while one can quibble about the p value, looks like it had a real benefit, consistent with both JELIS and reduce-it. the curves appear to separate in a plausible way. good ldl control, and importantly, the average triglycerides were normal!",reduce-it,positive
" despite being underpowered, and while one can quibble about the p value, looks like it had a real benefit, consistent with both JELIS and reduce-it. the curves appear to separate in a plausible way. good ldl control, and importantly, the average triglycerides were normal!",JELIS,positive
" despite being underpowered, and while one can quibble about the p value, looks like it had a real benefit, consistent with both jelis and reduce-it. the curves appear to separate in a plausible way. good ldl control, and importantly, the average triglycerides were normal!",reduce-it,positive
" despite being underpowered, and while one can quibble about the p value, looks like it had a real benefit, consistent with both jelis and reduce-it. the curves appear to separate in a plausible way. good ldl control, and importantly, the average triglycerides were normal!",JELIS,positive
" , my parents are cvd patients and received this from their healthcare provider . how is this not infringing on reduce-it patents. icosapent ethyl does not have a cvd label, vascepa does! ",reduce-it,neutral
"EMPA-HEART 2 : presented by dr. subodh verma at #aha22: empagliflozin and left ventricular remodeling in people without diabetes:
primary results of the empa-heart 2 cardiolink-7 randomized clinical trial #cardiology #cardiotwitter ",EMPA-HEART 2,neutral
"EMPA-HEART 2 : presented by dr. subodh verma at #aha22: empagliflozin and left ventricular remodeling in people without diabetes:
primary results of the empa-heart 2 cardiolink-7 randomized clinical trial #cardiology #cardiotwitter ",empagliflozin,neutral
" advor ;  transform-hf : time to start thinking about a ""diuretic session"" for the next french hf congress ",advor,neutral
" advor ;  transform-hf : time to start thinking about a ""diuretic session"" for the next french hf congress ",transform-hf,neutral
ORION-9 ; ORION-10 ; ORION-11 : inclisiran and cardiovascular events: a patient level analysis of phase iii trials #aha22 ,ORION-9,neutral
ORION-9 ; ORION-10 ; ORION-11 : inclisiran and cardiovascular events: a patient level analysis of phase iii trials #aha22 ,ORION-10,neutral
ORION-9 ; ORION-10 ; ORION-11 : inclisiran and cardiovascular events: a patient level analysis of phase iii trials #aha22 ,ORION-11,neutral
#justpublished: #aha22 #circaha22 a randomized controlled trial comparing apixaban to the vitamin k-antagonist phenprocoumon in patients on chronic hemodialysis - the axadia-afnet 8 study ,axadia-afnet 8,neutral
#justpublished: #aha22 #circaha22 a randomized controlled trial comparing apixaban to the vitamin k-antagonist phenprocoumon in patients on chronic hemodialysis - the axadia-afnet 8 study ,apixaban,neutral
"congrats - just amazing data on olpasiran, OCEAN(a)-DOSE! $arwr delivers again, this time with a cv drug grand-slam. $amgn must be thrilled with their partner choice. looking forward to aro-apoc3 and aro-ang3 tomorrow to complete the trifecta. easily the talk of #aha22 #rnai ",OCEAN(a)-DOSE,positive
"congrats - just amazing data on olpasiran, OCEAN(a)-DOSE! $arwr delivers again, this time with a cv drug grand-slam. $amgn must be thrilled with their partner choice. looking forward to aro-apoc3 and aro-ang3 tomorrow to complete the trifecta. easily the talk of #aha22 #rnai ",olpasiran,positive
precision : omg! we have a new bp medication after 2 decades ! and for resistant ht - really meticulous study design aprocitentan in #aha22 ,precision,neutral
BrigHTN : and the aldo synthase inhibitor also #baxdrostat in resistant ht - dose dependent effect #aha22 at this rate we need a #hypertensionjc ,BrigHTN,neutral
"not much discussion of spyral htn on final results of SPYRAL HTN-ON MED presented today at #aha22 bottom line: primary outcome fail 6.5 mmhg 24-hr systolic abpm reduction in the rdn group versus 4.5 mmhg in the control group (treatment difference of -1.9 mmhg, p=0.119) ",SPYRAL HTN-ON MED,neutral
renal-AF finally published #aha22 smaller than expected enrolment now for axadia-afnet 8 in a few minutes cc ,axadia-afnet 8,neutral
renal-AF finally published #aha22 smaller than expected enrolment now for axadia-afnet 8 in a few minutes cc ,renal-AF,neutral
and here is axadia-afnet 8 also in also underpowered #aha22 what do we do now? ,axadia-afnet 8,neutral
" in the early 2000s there was a lot of talk of the cardio-renal-anemia syndrome and people tried esas in heart failure it was probably all about the iron instead? #aha22 #kidneywk, affirm-ahf",affirm-ahf,neutral
" congratulation to the authors on this investigator initiated study,ECMO-CS. it shows the the complexity of this area where it took 8 years to enroll 122 patients. we clearly need more data to confirm what is best for the cs patient. #aha22 #cardiotwitter",ECMO-CS,neutral
 congrats on your presentation of FOURIER-OLE !,FOURIER-OLE,neutral
"#aha22 transform-hf: torsemide comparison with furosemide formanagement of heart failure similar efficacy of torsemide versus furosemide strategy for all cause and total in patients hospitalized for hf success of decongestion, disease specific cv or hf
outcomes ",transform-hf,neutral
"#aha22 transform-hf: torsemide comparison with furosemide formanagement of heart failure similar efficacy of torsemide versus furosemide strategy for all cause and total in patients hospitalized for hf success of decongestion, disease specific cv or hf
outcomes ",torsemide,neutral
"#aha22 transform-hf: torsemide comparison with furosemide formanagement of heart failure similar efficacy of torsemide versus furosemide strategy for all cause and total in patients hospitalized for hf success of decongestion, disease specific cv or hf
outcomes ",furosemide,neutral
"#aha22 #shep trial chlorthalidone did not major cv outcomes or non-cancer vs hctz at doses commonly used in clinical practice (ctd 12.5mg/hctz
25mg) ",shep,neutral
#aha22 ldl-c- effects of inclisiran + usual care vs usual care alone in with recent for an acs: #victorion-inception ongoing trial planned to complete in 2024 assess the effectiveness of inclisiran + usual care for the management of with ldl-c post-acs ,victorion-inception,positive
"#strong-hf #aha22 rapid up-titration of hf under close follow-up (exam, nt-probnp): is effective full dose at 90d:
bb 49%vs4%
raasi 55%vs2%
mra 84%vs 46% is safe (similar saes) 44% rr hfre all-cause patients' qol ",strong-hf,positive
#hfpef vs hfmref in EMPEROR-Preserved via sd.anker #aha22 empagliflozin in hfpef&gt;50% cv/ hf (rrr 17%) first hf (rrr 22%) kccq-ccs slope decline egfr rate over time ,EMPEROR-Preserved,negative
#hfpef vs hfmref in EMPEROR-Preserved via sd.anker #aha22 empagliflozin in hfpef&gt;50% cv/ hf (rrr 17%) first hf (rrr 22%) kccq-ccs slope decline egfr rate over time ,empagliflozin,negative
"despite the theoretical benefits &amp; prelim data, among patients on hctz, switch to chlorthalidone vs staying on hctz didnt change cv prognosis #aha22",chlorthalidone,neutral
pemafibrate lowered tg but increased ldl-c leading to an overall *null* apob-effect. resoundingly clear- it s all about apob-lowering for addressing atherogenic lipoprotein-related risk #aha22,pemafibrate,neutral
"coach: among pts presenting to the ed with acute hf, a point-of-care algorithm (stratifying risk of death for outpt or inpt triage) improved risk for death or cv hospitalization w/in 30d (hr 0.88) #aha22",COACH,positive
exciting ph1 data from for in vivo crispr gene editing of ttr in patients with attr amyloid cardiomyopathy: &gt;90% lowering of ttr serum reduction over 4-6mo #aha22 ,CRISPR-ATTR,neutral
"as we saw from the earlier press release, now presented #aha22 and published - no cv event reduction from pemafibrate v placebo ",pemafibrate,neutral
precise summary results from #aha22 ,PRECISE,neutral
 even a bigger bucket (dose) wont help this guy. ,transform-hf,negative
great session on lbct on #intervention &amp; #surgery #aha22 #stresstrial ,stress,neutral
"large empa-kidney meta-analysis highlights safety/efficacy of #sglt2 inhibitors in reducing risk of kidney disease progression, acute kidney injury, cv death &amp; #heartfailure hospitalization in patients w/ #ckd or hf, irrespective of #diabetes status #aha22 ",empa-kidney,positive
"an incredible pleasure to present these data on covid-19 in #deliver at scientific sessions. thank you to the entire deliver team, especially for his ever-constant support. ",deliver,neutral
Transform-HF: so basically there is no difference!,transform-hf,neutral
"the best-cli trial showed among pts w/ clti in whom both surgical &amp; endovascular interventions were feasible, #cvsurg #revasc w/ great saphenous venous conduit was superior to endovascular intervention in reducing major adverse limb events or death. #aha22 ",best-cli,positive
 Advor: this is beautiful physiology! congratulations my friend!,advor,neutral
OCEAN(a)-DOSE trial has olpasiran which leads to &gt;95% reduction in lp(a) at higher doses through rna interference! effects were sustained over 3 months. #aha22 ,OCEAN(a)-DOSE,neutral
OCEAN(a)-DOSE trial has olpasiran which leads to &gt;95% reduction in lp(a) at higher doses through rna interference! effects were sustained over 3 months. #aha22 ,olpasiran,positive
"rcts are the gold standard but they should not go unquestioned esp with an implausible large effect, wide ci &amp; an unknown biological mechanism what active ingredient(s) in tongxinluo (mix of herbs &amp; insects) that can explain a 30% in cv death at 30 day post ami? #aha22 ",tongxinluo,neutral
 triglyceride lowering w/ #pemafibrate to reduce cardiovascular risk no benefit #aha22 #cardiotwitter #cardioed ,triglyceride,neutral
"$arwr changing how we prevent cardiovascular and renal disease olpasiran, small interfering rna molecule reduce lp(a) better than placebo (ocean(a)-dose)? sun, nov 06
5:00pm - 6:00pm (central). ",OCEAN(a)-DOSE,neutral
 transform-hf: placebo effect ,transform-hf,neutral
transform-hf - a large pragmatic rct of furosemide vs torsemide. no evidence of difference in mortality or hospitalisation. but a great demonstration that pragmatism is an essential &amp; beneficial feature of good rcts. #aha22 ,transform-hf,neutral
"another pragmatic rct dcp result @#aha22 chlorthalidone vs hydrochlorothiazide - no difference in incidence of major cardiovascular outcomes again, an efficient way to get reliable evidence in a broad range of patients ",dcp,neutral
david preiss presenting results of empa-kidney trial #aha22 ,empa-kidney,neutral
"ocean(a) dose-finding trial of olpadiran, a small interfering rna, showed &gt;95% reduction in lp(a) in pts with median lp(a) approx 260 nmol/l and established cardiovascular disease. #aha22 ",OCEAN(a) DOSE,positive
"pemafibrate va placebo on top of ldl-lowering treatment in pts with high triglycerides and low hdl-cholesterol in diabetic pts. a debate as long as my career. despite 20-30% reduction in triglycerides, no impact on major cardiovascular events. #aha22 ",pemafibrate,neutral
"really important to see this practical transform-hf trial and now we have the data to guide our debates on which loop diuretic: (answer: use what works for your patient and focus on decongestive #gdmtworks- compliment with sglt2i, arni, mra for k sparing). monitor carefully. ",transform-hf,neutral
"ecmo-cs in patients with rapidly deteriorating or severe cardiogenic shock, immediate use of #ecmo does not improve outcomes over an initially conservative strategy with bailout ecmo as needed #aha22 #heartfailure #cardiotwitter ",ecmo-cs,negative
"empa-heart 2 cardiolink-7 this study demonstrated that in people without #t2dm , 80% of whom had a dx of htn , but with an average baseline blood pressure of 135/80mmhg, and low baseline nt-probnp/no significant #heartfailure #aha22 ",EMPA-HEART 2,negative
a pre-specified analysis from the advor trial results from the present analyses demonstrate that the treatment effects of acetazolamide in patients hospitalized with acute #heartfailure are not modified by lvef #aha22 ,advor,neutral
a pre-specified analysis from the advor trial results from the present analyses demonstrate that the treatment effects of acetazolamide in patients hospitalized with acute #heartfailure are not modified by lvef #aha22 ,acetalozamide,neutral
"in case you spent all of #aha22 day 2 in the puppy pen:
ischemia-extend: sport: empa-kidney: precise: ocean(a)dose: bright-4: ",empa-kidney,neutral
"in case you spent all of #aha22 day 2 in the puppy pen:
ischemia-extend: sport: empa-kidney: precise: ocean(a)dose: bright-4: ",ocean(a)-dose,neutral
"in case you spent all of #aha22 day 2 in the puppy pen:
ischemia-extend: sport: empa-kidney: precise: ocean(a)dose: bright-4: ",precise,neutral
"in case you spent all of #aha22 day 2 in the puppy pen:
ischemia-extend: sport: empa-kidney: precise: ocean(a)dose: bright-4: ",sport,neutral
"in case you spent all of #aha22 day 2 in the puppy pen:
ischemia-extend: sport: empa-kidney: precise: ocean(a)dose: bright-4: ",ischemia-extend,neutral
extended f/up of the ischemia-extend trial over a median 5.7 yr demonstrated that an initial inv strategy compared with an initial con strategy resulted in: no difference in all-cause with nearly twice the number of (557) lower risk of cv higher risk of non-cv #aha22 ,ischemia-extend,neutral
"#originalresearch simpub #aha2022 #circaha22: in this #rct, indobufen + clopidogrel dapt compared with aspirin + clopidogrel dapt significantly reduced the risk of 1-year net clinical outcomes, mainly driven by a reduction in bleeding events without an .... ",indobufen,neutral
"#originalresearch simpub #aha2022 #circaha22: in this #rct, indobufen + clopidogrel dapt compared with aspirin + clopidogrel dapt significantly reduced the risk of 1-year net clinical outcomes, mainly driven by a reduction in bleeding events without an .... ",clopidogrel,neutral
early ecmo-cs no better than watch-and-wait approach in #cardiogenicshock the ecmo-cs trial of patients with rapidly deteriorating or severe shock suggests ecmo can be held until hemodynamic status worsens #aha22 ,ecmo-cs,neutral
"ischemia-extend even with a few more years of follow-up, an initial invasive strategy is no better than a more-conservative approach for improving survival in patients with chronic cad and moderate to severe ischemia #aha22 ",ischemia-extend,neutral
empagliflozin and lv remodeling in people without dm : primary results of the EMPA-HEART 2 cardiolink-7 #sglt2i with empagliflozin did not result in any meaningful changes in lv structure or function as assessed by #whycmr at 6 months #aha22 ,EMPA-HEART 2,negative
empagliflozin and lv remodeling in people without dm : primary results of the EMPA-HEART 2 cardiolink-7 #sglt2i with empagliflozin did not result in any meaningful changes in lv structure or function as assessed by #whycmr at 6 months #aha22 ,empagliflozin,negative
"ecmo-cs in the therapy of cardiogenic shock: results of the ecmo-cs rct primary endpoint from any cause, resuscitated circulatory arrest, and use of another #mcs device at 30 days did not differ between the immediate versus conservative groups (63.8% vs 71.2%; p= 0.21) #aha22 ",ecmo-cs,neutral
decongestion with acetazolamide in acute decompensated #heartfailure across the spectrum of #lvef : a pre-specified analysis from the advor trial #aha22 ,advor,neutral
decongestion with acetazolamide in acute decompensated #heartfailure across the spectrum of #lvef : a pre-specified analysis from the advor trial #aha22 ,acetazolamide,neutral
"#originalreseach #simpub #aha2022 #circaha22 in valor-hcm myosin inhibition with mavacamten reduced the need for septal reduction therapy at 32 weeks with lvot gradients quality of life, and positive cardiac remodeling #ahajournals ",valor-hcm,positive
"#originalreseach #simpub #aha2022 #circaha22 in valor-hcm myosin inhibition with mavacamten reduced the need for septal reduction therapy at 32 weeks with lvot gradients quality of life, and positive cardiac remodeling #ahajournals ",mavacamten,positive
ecmo-cs summary results from #aha22 ,ecmo-cs,neutral
"""while we were disappointed that we didnot show torsemide was better, i think we ve answered the question,"" says #aha22 ",torsemide,negative
" dramatic reductions in lp(a) with olpasiran: OCEAN(a)-DOSE the #sirna therapy slashed lp(a) concentrations by as much as 100% in this phase ii study, paving the way for a larger trial.
#aha22 ",OCEAN(a)-DOSE,neutral
" dramatic reductions in lp(a) with olpasiran: OCEAN(a)-DOSE the #sirna therapy slashed lp(a) concentrations by as much as 100% in this phase ii study, paving the way for a larger trial.
#aha22 ",olpasiran,neutral
"immediate insertion of ecmo-cs in patients with #cardiogenicshock did not improve clinical outcomes compared with an early conservative strategy #aha22, ecmo-cs",ecmo-cs,neutral
 (empa-kidney) (#empagliflozin) results were presented,empa-kidney,neutral
 #aha2022 exercise for the prevention of anthracycline-induced functional disability and cardiac dysfunction: the breast cancer randomized exercise intervention BREXIT study ,BREXIT,neutral
acetazolamide &amp; natriuresis in advor good or excellent natriuresis ~ una+ 280 mmol/l #acetazolamide allocation: n=186 or 80.5% vs placebo allocation: n=152 or 65.8% excretion of 115 mmol na+ (corresponding to 6.7 g salt) within 48 hr) #aha22 ,advor,neutral
acetazolamide &amp; natriuresis in advor good or excellent natriuresis ~ una+ 280 mmol/l #acetazolamide allocation: n=186 or 80.5% vs placebo allocation: n=152 or 65.8% excretion of 115 mmol na+ (corresponding to 6.7 g salt) within 48 hr) #aha22 ,acetazolamide,neutral
" dramatic reductions in lp(a) with olpasiran OCEAN(a)-DOSE the #sirna therapy slashed lp(a) concentrations by as much as 100% in this phase ii study, paving the way for a larger trial.
#aha22 ",OCEAN(a)-DOSE,neutral
" dramatic reductions in lp(a) with olpasiran OCEAN(a)-DOSE the #sirna therapy slashed lp(a) concentrations by as much as 100% in this phase ii study, paving the way for a larger trial.
#aha22 ",olpasiran,neutral
"ironmn : iv fe derisomaltose administration was associated with
a lower risk of hospital admissions for #heartfailure and cv death #aha22 #jacc ",ironman,positive
"ironmn : iv fe derisomaltose administration was associated with
a lower risk of hospital admissions for #heartfailure and cv death #aha22 #jacc ",derisomaltose,positive
"#ironman for a broad range of patients with #heartfailure ( #lvef 45%) and fe deficiency, iv ferric derisomaltose was associated with a risk of admissions for hf and cv #aha22 ",ironman,neutral
"hot trials from #aha22 #transform-hf
#dcp
#prominent
#ironman and more acc's full coverage of the latest science from american heart association's (aha) scientific sessions 2022 #jacc #heartfailure #cardiotwitter ",transform-hf,neutral
"hot trials from #aha22 #transform-hf
#dcp
#prominent
#ironman and more acc's full coverage of the latest science from american heart association's (aha) scientific sessions 2022 #jacc #heartfailure #cardiotwitter ",ironman,neutral
"hot trials from #aha22 #transform-hf
#dcp
#prominent
#ironman and more acc's full coverage of the latest science from american heart association's (aha) scientific sessions 2022 #jacc #heartfailure #cardiotwitter ",dcp,neutral
"hot trials from #aha22 #transform-hf
#dcp
#prominent
#ironman and more acc's full coverage of the latest science from american heart association's (aha) scientific sessions 2022 #jacc #heartfailure #cardiotwitter ",prominent,neutral
transform-hf: torsemide no better than furosemide for hospitalized hf #heartfailure #aha22 ,transform-hf,negative
transform-hf: torsemide no better than furosemide for hospitalized hf #heartfailure #aha22 ,torsemide,negative
transform-hf: torsemide no better than furosemide for hospitalized hf #heartfailure #aha22 ,furosemide,neutral
"With CRISPR-ATTR ,apollo by day 28, all patients achieved #ttr reductions of at least 90% those in the nyha iii 0.7 mg/kg and #nyha i/ii 1.0 mg/kg cohorts achieved 94% and 92% ttr reductions, respectively, at 4 month the nyha i/ii 0.7 mg/kg group had achieved 93% ttr reductions at 6 month
#aha22",CRISPR-ATTR,neutral
"With CRISPR-ATTR ,apollo by day 28, all patients achieved #ttr reductions of at least 90% those in the nyha iii 0.7 mg/kg and #nyha i/ii 1.0 mg/kg cohorts achieved 94% and 92% ttr reductions, respectively, at 4 month the nyha i/ii 0.7 mg/kg group had achieved 93% ttr reductions at 6 month
#aha22",apollo,neutral
"comparing the study findings to those of #apollo-b for the #sirna therapy patisiran , apollo-b reported a mean 87% reduction in #ttr so, so the effect of gene editing matches and actually exceeds the effect of #patisiran in #crispr/cas-9 gene editing #aha22 ",CRISPR-ATTR,neutral
"comparing the study findings to those of #apollo-b for the #sirna therapy patisiran , apollo-b reported a mean 87% reduction in #ttr so, so the effect of gene editing matches and actually exceeds the effect of #patisiran in #crispr/cas-9 gene editing #aha22 ",apollo,neutral
"ironman #aha22 impact of iv iron on hf hosp /cv randomized hfref pts to iv ferric derisomaltose or placebo primary endpoint 18% cv &amp; recurrent hf but cv p=.23
covid sensitivity analysis p
safe:no excess adverse events ",ironman,neutral
novel CRISPR-ATTR -editing therapy shows promise for patients with transthyretin amyloid #cardiomyopathy #aha22 #heartfailure ,CRISPR-ATTR,positive
"ironman for a broad range of patients with #heartfailure ( #lvef 45%) and fe deficiency, iv ferric derisomaltose was associated with a risk of admissions for hf and cv #aha22 ",ironman,neutral
"hot trials from #aha22 day-2 empa-kidney respect-epa
sport
ocean(a) dose
#rapco-rita and more acc's full coverage of the latest science from american heart association's (aha) 2022 #jacc #cardiotwitter ",empa-kidney,neutral
"hot trials from #aha22 day-2 empa-kidney respect-epa
sport
ocean(a) dose
#rapco-rita and more acc's full coverage of the latest science from american heart association's (aha) 2022 #jacc #cardiotwitter ",ocean(a)-dose,neutral
"hot trials from #aha22 day-2 empa-kidney respect-epa
sport
ocean(a) dose
#rapco-rita and more acc's full coverage of the latest science from american heart association's (aha) 2022 #jacc #cardiotwitter ",respect-epa,neutral
"hot trials from #aha22 day-2 empa-kidney respect-epa
sport
ocean(a) dose
#rapco-rita and more acc's full coverage of the latest science from american heart association's (aha) 2022 #jacc #cardiotwitter ",sport,neutral
"hot trials from #aha22 day-2 empa-kidney respect-epa
sport
ocean(a) dose
#rapco-rita and more acc's full coverage of the latest science from american heart association's (aha) 2022 #jacc #cardiotwitter ",rapco,neutral
